"1",7942948.35120,6656379.90820
"2",7942948.35120,6656079.90820
"3",7942948.35120,6655779.90820
"4",7942948.35120,6655479.90820
"5",7942948.35120,6655179.90820
"6",7942948.35120,6654879.90820
"7",7942948.35120,6654579.90820
"8",7942948.35120,6654279.90820
"9",7942948.35120,6653979.90820
"10",7942948.35120,6653679.90820
"11",7942948.35120,6653379.90820
"12",7942948.35120,6653079.90820
"13",7942948.35120,6652779.90820
"14",7942948.35120,6652479.90820
"15",7942948.35120,6652179.90820
"16",7942948.35120,6651879.90820
"17",7942948.35120,6651579.90820
"18",7942948.35120,6651279.90820
"19",7942948.35120,6650979.90820
"20",7942948.35120,6650679.90820
"21",7942948.35120,6650379.90820
"22",7942948.35120,6650079.90820
"23",7943248.35120,6656379.90820
"24",7943248.35120,6656079.90820
"25",7943248.35120,6655779.90820
"26",7943248.35120,6655479.90820
"27",7943248.35120,6655179.90820
"28",7943248.35120,6654879.90820
"29",7943248.35120,6654579.90820
"30",7943248.35120,6654279.90820
"31",7943248.35120,6653979.90820
"32",7943248.35120,6653679.90820
"33",7943248.35120,6653379.90820
"34",7943248.35120,6653079.90820
"35",7943248.35120,6652779.90820
"36",7943248.35120,6652479.90820
"37",7943248.35120,6652179.9082
